order_id,Customer_ID,Product_ID,Order_Date,Order_Status,Order_Quantity,Unit_Price,Discount,Shipping_Mode,Shipping_Carrier,Shipping_Date_Scheduled,Shipping_Date_Actual,Delivery_Status,Late_Delivery_Risk_Flag,VAT_Rate,COGS,Unit_Price_Effective,Order_Total,VAT_Amount,Profit_Per_Order
ORD0011589,CUST00161,PROD00192,12/7/2022,Completed,5,244.79,0.21,Same Day,CarrierD,12/13/2022,12/14/2022,Late,1,0.2,899.8,193.3841,966.9205,193.3841,67.1205
ORD0011590,CUST00066,PROD00086,8/23/2024,Completed,5,78.62,0.07,Same Day,CarrierB,8/28/2024,8/31/2024,Late,1,0.18,342.05,73.1166,365.583,65.80494,23.533
ORD0011591,CUST00286,PROD00200,9/26/2024,Completed,3,271.49,0.09,Economy,CarrierE,10/1/2024,10/2/2024,Late,1,0.2,471.24,247.0559,741.1677,148.23354,269.9277
ORD0011592,CUST00239,PROD00071,12/12/2023,Pending,4,277.95,0.14,Same Day,CarrierC,12/16/2023,12/18/2023,Late,1,0.19,622.36,239.037,956.148,181.66812,333.788
ORD0011593,CUST00020,PROD00089,5/14/2022,Completed,6,224.56,0.02,Standard,CarrierE,5/16/2022,5/18/2022,Late,1,0.1,1068.06,220.0688,1320.4128,132.04128,252.3528
ORD0011594,CUST00188,PROD00098,6/27/2022,Completed,8,124.66,0.19,Same Day,CarrierB,6/28/2022,7/2/2022,Late,1,0.21,706.96,100.9746,807.7968,169.637328,100.8368
ORD0011595,CUST00082,PROD00044,7/10/2023,Completed,4,240.99,0.12,Standard,CarrierE,7/13/2023,7/15/2023,Late,1,0.1,729.28,212.0712,848.2848,84.82848,119.0048
ORD0011596,CUST00363,PROD00176,6/4/2023,Completed,6,90.25,0.23,Same Day,CarrierA,6/7/2023,6/9/2023,Late,1,0.18,234,69.4925,416.955,75.0519,182.955
ORD0011597,CUST00202,PROD00116,3/2/2024,Completed,7,280.85,0.18,Express,CarrierE,3/4/2024,3/8/2024,Late,1,0.21,1224.51,230.297,1612.079,338.53659,387.569
ORD0011598,CUST00408,PROD00075,6/23/2023,Completed,5,221.98,0.18,Economy,CarrierA,6/27/2023,6/30/2023,Late,1,0,714.2,182.0236,910.118,0,195.918
ORD0011599,CUST00132,PROD00143,3/13/2023,Completed,4,132.07,0.05,Express,CarrierC,3/18/2023,3/18/2023,On Time,0,0.2,407.84,125.4665,501.866,100.3732,94.026
ORD0011600,CUST00037,PROD00163,2/20/2022,Cancelled,8,199.99,0.24,Same Day,CarrierD,2/24/2022,2/25/2022,Late,1,0.1,1028.32,151.9924,1215.9392,121.59392,187.6192
ORD0011601,CUST00132,PROD00023,7/12/2024,Completed,8,80.55,0.24,Standard,CarrierB,7/18/2024,7/21/2024,Late,1,0.2,495.76,61.218,489.744,97.9488,-6.016
ORD0011602,CUST00077,PROD00181,3/19/2023,Completed,4,93.64,0.15,Economy,CarrierC,3/24/2023,3/28/2023,Late,1,0.25,286.04,79.594,318.376,79.594,32.336
ORD0011603,CUST00089,PROD00045,8/4/2023,Completed,5,62.7,0.05,Express,CarrierA,8/9/2023,8/10/2023,Late,1,0.21,277.3,59.565,297.825,62.54325,20.525
ORD0011604,CUST00461,PROD00092,9/5/2024,Completed,4,154.5,0.02,Same Day,CarrierD,9/9/2024,9/10/2024,Late,1,0.1,576.32,151.41,605.64,60.564,29.32
ORD0011605,CUST00402,PROD00013,8/26/2024,Completed,10,266.86,0.19,Standard,CarrierE,8/29/2024,9/2/2024,Late,1,0.25,1673.3,216.1566,2161.566,540.3915,488.266
ORD0011606,CUST00253,PROD00034,10/8/2022,Completed,6,266.45,0.16,Standard,CarrierA,10/9/2022,10/9/2022,On Time,0,0.18,1140.18,223.818,1342.908,241.72344,202.728
ORD0011607,CUST00344,PROD00166,2/13/2022,Completed,3,228.86,0.04,Standard,CarrierB,2/14/2022,2/16/2022,Late,1,0.2,503.64,219.7056,659.1168,131.82336,155.4768
ORD0011608,CUST00194,PROD00070,11/18/2023,Completed,5,245.01,0.2,Express,CarrierE,11/22/2023,11/23/2023,Late,1,0.1,987.2,196.008,980.04,98.004,-7.16
ORD0011609,CUST00176,PROD00108,9/23/2023,Completed,3,204.16,0.04,Same Day,CarrierA,9/29/2023,9/29/2023,On Time,0,0.2,456.99,195.9936,587.9808,117.59616,130.9908
ORD0011610,CUST00033,PROD00196,12/31/2022,Completed,4,213.06,0.05,Express,CarrierE,1/1/2023,1/2/2023,Late,1,0.2,292.4,202.407,809.628,161.9256,517.228
ORD0011611,CUST00058,PROD00133,6/6/2024,Completed,5,35.46,0.14,Economy,CarrierE,6/12/2024,6/15/2024,Late,1,0.22,141.85,30.4956,152.478,33.54516,10.628
ORD0011612,CUST00467,PROD00126,9/26/2022,Completed,3,200.29,0.12,Express,CarrierE,9/29/2022,9/30/2022,Late,1,0.21,264.87,176.2552,528.7656,111.040776,263.8956
ORD0011613,CUST00201,PROD00168,11/24/2023,Completed,3,177.65,0.16,Standard,CarrierD,11/25/2023,11/27/2023,Late,1,0.22,124.11,149.226,447.678,98.48916,323.568
ORD0011614,CUST00028,PROD00198,7/19/2023,Completed,3,247.14,0.13,Economy,CarrierB,7/21/2023,7/23/2023,Late,1,0.2,539.82,215.0118,645.0354,129.00708,105.2154
ORD0011615,CUST00035,PROD00021,10/20/2022,Pending,6,224.66,0.21,Economy,CarrierD,10/24/2022,10/24/2022,On Time,0,0.22,745.86,177.4814,1064.8884,234.275448,319.0284
ORD0011616,CUST00487,PROD00156,12/4/2023,Completed,3,150.35,0,Economy,CarrierE,12/9/2023,12/13/2023,Late,1,0.18,156.6,150.35,451.05,81.189,294.45
ORD0011617,CUST00125,PROD00131,7/13/2022,Completed,5,143.02,0.1,Same Day,CarrierD,7/19/2022,7/22/2022,Late,1,0.25,432,128.718,643.59,160.8975,211.59
ORD0011618,CUST00394,PROD00023,1/6/2023,Completed,5,80.55,0.2,Express,CarrierB,1/12/2023,1/13/2023,Late,1,0.2,309.85,64.44,322.2,64.44,12.35
ORD0011619,CUST00321,PROD00200,7/6/2023,Completed,8,271.49,0.14,Express,CarrierC,7/10/2023,7/11/2023,Late,1,0.18,1256.64,233.4814,1867.8512,336.213216,611.2112
ORD0011620,CUST00042,PROD00019,3/19/2022,Completed,4,188.43,0.25,Express,CarrierC,3/24/2022,3/24/2022,On Time,0,0.22,356.92,141.3225,565.29,124.3638,208.37
ORD0011621,CUST00085,PROD00050,7/8/2022,Completed,6,169.74,0.24,Express,CarrierA,7/13/2022,7/16/2022,Late,1,0.2,246.3,129.0024,774.0144,154.80288,527.7144
ORD0011622,CUST00393,PROD00186,8/30/2023,Completed,5,255.2,0.24,Express,CarrierC,9/2/2023,9/5/2023,Late,1,0.25,668.5,193.952,969.76,242.44,301.26
ORD0011623,CUST00188,PROD00020,1/25/2023,Pending,5,189.93,0.25,Standard,CarrierE,1/27/2023,1/27/2023,On Time,0,0.21,308.95,142.4475,712.2375,149.569875,403.2875
ORD0011624,CUST00111,PROD00116,1/25/2022,Completed,2,280.85,0.13,Express,CarrierD,1/26/2022,1/29/2022,Late,1,0.2,349.86,244.3395,488.679,97.7358,138.819
ORD0011625,CUST00271,PROD00092,9/7/2023,Completed,5,154.5,0.13,Economy,CarrierC,9/11/2023,9/15/2023,Late,1,0.18,720.4,134.415,672.075,120.9735,-48.325
ORD0011626,CUST00483,PROD00093,10/29/2022,Pending,4,277.63,0.13,Economy,CarrierB,10/30/2022,11/2/2022,Late,1,0.2,613.4,241.5381,966.1524,193.23048,352.7524
ORD0011627,CUST00441,PROD00200,11/2/2023,Completed,3,271.49,0,Express,CarrierE,11/8/2023,11/9/2023,Late,1,0,471.24,271.49,814.47,0,343.23
ORD0011628,CUST00325,PROD00083,12/24/2022,Completed,4,128.99,0.05,Economy,CarrierA,12/27/2022,12/27/2022,On Time,0,0.19,278.12,122.5405,490.162,93.13078,212.042
ORD0011629,CUST00105,PROD00053,12/21/2023,Completed,2,316.61,0.05,Same Day,CarrierB,12/24/2023,12/25/2023,Late,1,0.22,376.4,300.7795,601.559,132.34298,225.159
ORD0011630,CUST00406,PROD00123,8/16/2024,Completed,1,167.74,0.03,Express,CarrierD,8/22/2024,8/25/2024,Late,1,0.1,67.01,162.7078,162.7078,16.27078,95.6978
ORD0011631,CUST00320,PROD00085,5/8/2024,Completed,6,154.49,0.06,Express,CarrierE,5/11/2024,5/11/2024,On Time,0,0.2,393.84,145.2206,871.3236,174.26472,477.4836
ORD0011632,CUST00041,PROD00082,4/4/2022,Completed,4,180.55,0.25,Standard,CarrierE,4/7/2022,4/10/2022,Late,1,0.21,506.16,135.4125,541.65,113.7465,35.49
ORD0011633,CUST00215,PROD00009,4/15/2024,Completed,2,127.95,0,Economy,CarrierD,4/17/2024,4/18/2024,Late,1,0.22,244.44,127.95,255.9,56.298,11.46
ORD0011634,CUST00071,PROD00004,7/5/2023,Cancelled,4,257.03,0.12,Standard,CarrierC,7/11/2023,7/14/2023,Late,1,0,486.96,226.1864,904.7456,0,417.7856
ORD0011635,CUST00056,PROD00169,12/2/2022,Completed,7,46.34,0.21,Economy,CarrierE,12/4/2022,12/7/2022,Late,1,0.19,90.65,36.6086,256.2602,48.689438,165.6102
ORD0011636,CUST00407,PROD00025,6/13/2022,Completed,4,137.38,0.09,Same Day,CarrierD,6/19/2022,6/20/2022,Late,1,0.1,375.72,125.0158,500.0632,50.00632,124.3432
ORD0011637,CUST00236,PROD00034,6/21/2024,Completed,5,266.45,0.08,Standard,CarrierD,6/27/2024,7/1/2024,Late,1,0.22,950.15,245.134,1225.67,269.6474,275.52
ORD0011638,CUST00281,PROD00073,12/7/2022,Completed,5,136.81,0.11,Economy,CarrierC,12/9/2022,12/9/2022,On Time,0,0.22,30.4,121.7609,608.8045,133.93699,578.4045
ORD0011639,CUST00475,PROD00137,4/13/2024,Completed,6,235.2,0.2,Same Day,CarrierE,4/14/2024,4/17/2024,Late,1,0.19,636.96,188.16,1128.96,214.5024,492
ORD0011640,CUST00105,PROD00082,7/21/2023,Completed,5,180.55,0.07,Same Day,CarrierA,7/26/2023,7/28/2023,Late,1,0.22,632.7,167.9115,839.5575,184.70265,206.8575
ORD0011641,CUST00390,PROD00141,3/13/2022,Completed,8,268.96,0.22,Standard,CarrierD,3/14/2022,3/15/2022,Late,1,0.1,1541.44,209.7888,1678.3104,167.83104,136.8704
ORD0011642,CUST00375,PROD00137,2/11/2022,Pending,3,235.2,0.07,Express,CarrierE,2/14/2022,2/16/2022,Late,1,0.25,318.48,218.736,656.208,164.052,337.728
ORD0011643,CUST00162,PROD00004,2/15/2023,Completed,7,257.03,0.1,Economy,CarrierA,2/21/2023,2/24/2023,Late,1,0.21,852.18,231.327,1619.289,340.05069,767.109
ORD0011644,CUST00191,PROD00162,6/16/2024,Completed,6,226.58,0.1,Economy,CarrierB,6/18/2024,6/21/2024,Late,1,0.25,769.8,203.922,1223.532,305.883,453.732
ORD0011645,CUST00009,PROD00007,4/17/2024,Cancelled,4,36.04,0.16,Same Day,CarrierD,4/18/2024,4/21/2024,Late,1,0.19,65.32,30.2736,121.0944,23.007936,55.7744
ORD0011646,CUST00060,PROD00015,10/6/2023,Completed,6,148.73,0.03,Same Day,CarrierC,10/11/2023,10/11/2023,On Time,0,0.19,242.76,144.2681,865.6086,164.465634,622.8486
ORD0011647,CUST00381,PROD00038,1/21/2022,Completed,7,32.58,0.07,Economy,CarrierE,1/23/2022,1/24/2022,Late,1,0.25,168.35,30.2994,212.0958,53.02395,43.7458
ORD0011648,CUST00305,PROD00091,1/1/2022,Pending,3,37.74,0.03,Express,CarrierB,1/5/2022,1/6/2022,Late,1,0.1,84.96,36.6078,109.8234,10.98234,24.8634
ORD0011649,CUST00225,PROD00052,11/9/2023,Completed,4,216.99,0.03,Standard,CarrierC,11/13/2023,11/16/2023,Late,1,0.25,624.6,210.4803,841.9212,210.4803,217.3212
ORD0011650,CUST00307,PROD00081,7/26/2023,Completed,5,307.36,0.11,Standard,CarrierD,7/31/2023,8/2/2023,Late,1,0.19,866.55,273.5504,1367.752,259.87288,501.202
ORD0011651,CUST00188,PROD00100,3/17/2022,Completed,5,43.42,0.15,Economy,CarrierE,3/23/2022,3/24/2022,Late,1,0.21,130.2,36.907,184.535,38.75235,54.335
ORD0011652,CUST00070,PROD00007,8/26/2023,Completed,6,36.04,0.15,Standard,CarrierA,8/29/2023,9/2/2023,Late,1,0.2,97.98,30.634,183.804,36.7608,85.824
ORD0011653,CUST00293,PROD00107,2/2/2023,Completed,4,164.88,0.19,Same Day,CarrierB,2/3/2023,2/7/2023,Late,1,0.2,340.08,133.5528,534.2112,106.84224,194.1312
ORD0011654,CUST00287,PROD00045,12/20/2023,Completed,3,62.7,0.16,Economy,CarrierB,12/26/2023,12/28/2023,Late,1,0.22,166.38,52.668,158.004,34.76088,-8.376
ORD0011655,CUST00482,PROD00059,3/29/2022,Completed,3,101.48,0.2,Standard,CarrierB,3/30/2022,4/2/2022,Late,1,0,41.46,81.184,243.552,0,202.092
ORD0011656,CUST00169,PROD00122,8/17/2023,Completed,5,288.36,0.22,Same Day,CarrierD,8/22/2023,8/24/2023,Late,1,0.18,898.7,224.9208,1124.604,202.42872,225.904
ORD0011657,CUST00062,PROD00021,1/17/2022,Pending,8,224.66,0.15,Standard,CarrierC,1/22/2022,1/26/2022,Late,1,0.21,994.48,190.961,1527.688,320.81448,533.208
ORD0011658,CUST00349,PROD00156,11/25/2022,Completed,6,150.35,0.24,Standard,CarrierD,12/1/2022,12/1/2022,On Time,0,0.1,313.2,114.266,685.596,68.5596,372.396
ORD0011659,CUST00442,PROD00003,7/31/2024,Completed,2,176.18,0.06,Standard,CarrierB,8/4/2024,8/4/2024,On Time,0,0.2,295.48,165.6092,331.2184,66.24368,35.7384
ORD0011660,CUST00014,PROD00142,7/29/2022,Pending,6,127.75,0.19,Standard,CarrierD,7/30/2022,8/1/2022,Late,1,0.19,324.6,103.4775,620.865,117.96435,296.265
ORD0011661,CUST00164,PROD00002,4/3/2024,Completed,7,207.59,0.17,Express,CarrierE,4/8/2024,4/12/2024,Late,1,0.2,1332.73,172.2997,1206.0979,241.21958,-126.6321
ORD0011662,CUST00420,PROD00029,1/18/2023,Completed,4,254.87,0.15,Express,CarrierD,1/22/2023,1/25/2023,Late,1,0.2,482.08,216.6395,866.558,173.3116,384.478
ORD0011663,CUST00245,PROD00146,7/19/2023,Completed,4,106.49,0.03,Same Day,CarrierD,7/24/2023,7/24/2023,On Time,0,0.2,48.76,103.2953,413.1812,82.63624,364.4212
ORD0011664,CUST00335,PROD00037,10/2/2023,Pending,2,110.11,0.1,Express,CarrierD,10/7/2023,10/11/2023,Late,1,0.2,128.8,99.099,198.198,39.6396,69.398
ORD0011665,CUST00008,PROD00173,5/26/2022,Completed,4,123.55,0.16,Same Day,CarrierE,5/29/2022,6/2/2022,Late,1,0.25,419.44,103.782,415.128,103.782,-4.312
ORD0011666,CUST00154,PROD00045,3/29/2023,Pending,4,62.7,0.2,Same Day,CarrierC,4/1/2023,4/4/2023,Late,1,0.2,221.84,50.16,200.64,40.128,-21.2
ORD0011667,CUST00036,PROD00152,3/26/2024,Completed,8,180.9,0,Economy,CarrierC,3/30/2024,4/1/2024,Late,1,0,413.68,180.9,1447.2,0,1033.52
ORD0011668,CUST00048,PROD00120,1/28/2023,Completed,10,151.46,0.05,Same Day,CarrierC,1/31/2023,2/3/2023,Late,1,0,1101.7,143.887,1438.87,0,337.17
ORD0011669,CUST00085,PROD00046,11/6/2022,Completed,6,273.8,0.23,Economy,CarrierE,11/11/2022,11/13/2022,Late,1,0.2,805.14,210.826,1264.956,252.9912,459.816
ORD0011670,CUST00028,PROD00140,7/19/2024,Pending,4,213.69,0.01,Express,CarrierA,7/21/2024,7/21/2024,On Time,0,0.2,778,211.5531,846.2124,169.24248,68.2124
ORD0011671,CUST00196,PROD00053,5/7/2023,Completed,6,316.61,0.03,Standard,CarrierC,5/8/2023,5/11/2023,Late,1,0.22,1129.2,307.1117,1842.6702,405.387444,713.4702
ORD0011672,CUST00446,PROD00045,1/30/2024,Completed,4,62.7,0.19,Standard,CarrierC,1/31/2024,2/1/2024,Late,1,0.22,221.84,50.787,203.148,44.69256,-18.692
ORD0011673,CUST00208,PROD00032,3/6/2023,Completed,1,116.13,0.15,Economy,CarrierB,3/8/2023,3/12/2023,Late,1,0.2,38.25,98.7105,98.7105,19.7421,60.4605
ORD0011674,CUST00470,PROD00018,1/1/2022,Completed,3,220.57,0.24,Standard,CarrierA,1/4/2022,1/4/2022,On Time,0,0.2,321.99,167.6332,502.8996,100.57992,180.9096
ORD0011675,CUST00204,PROD00013,2/10/2022,Completed,6,266.86,0.23,Standard,CarrierC,2/13/2022,2/13/2022,On Time,0,0.21,1003.98,205.4822,1232.8932,258.907572,228.9132
ORD0011676,CUST00464,PROD00132,8/8/2023,Completed,3,163.2,0.18,Same Day,CarrierA,8/13/2023,8/17/2023,Late,1,0.22,144.93,133.824,401.472,88.32384,256.542
ORD0011677,CUST00307,PROD00023,11/3/2023,Completed,5,80.55,0.03,Same Day,CarrierE,11/9/2023,11/13/2023,Late,1,0.19,309.85,78.1335,390.6675,74.226825,80.8175
ORD0011678,CUST00104,PROD00062,7/31/2022,Completed,6,206.47,0.07,Standard,CarrierB,8/1/2022,8/2/2022,Late,1,0.2,347.46,192.0171,1152.1026,230.42052,804.6426
ORD0011679,CUST00230,PROD00054,11/29/2022,Completed,6,230.44,0.1,Same Day,CarrierC,11/30/2022,12/2/2022,Late,1,0.21,1076.94,207.396,1244.376,261.31896,167.436
ORD0011680,CUST00426,PROD00183,3/18/2024,Completed,8,281.52,0.05,Standard,CarrierD,3/19/2024,3/20/2024,Late,1,0.1,1482.56,267.444,2139.552,213.9552,656.992
ORD0011681,CUST00101,PROD00069,10/13/2023,Completed,3,76.67,0.23,Economy,CarrierE,10/14/2023,10/15/2023,Late,1,0.2,58.62,59.0359,177.1077,35.42154,118.4877
ORD0011682,CUST00029,PROD00168,3/22/2023,Completed,5,177.65,0.09,Standard,CarrierB,3/23/2023,3/23/2023,On Time,0,0.18,206.85,161.6615,808.3075,145.49535,601.4575
ORD0011683,CUST00127,PROD00014,7/30/2024,Pending,7,83.93,0.11,Economy,CarrierC,8/3/2024,8/7/2024,Late,1,0.19,324.87,74.6977,522.8839,99.347941,198.0139
ORD0011684,CUST00338,PROD00098,10/31/2022,Completed,11,124.66,0.13,Same Day,CarrierE,11/3/2022,11/3/2022,On Time,0,0.22,972.07,108.4542,1192.9962,262.459164,220.9262
ORD0011685,CUST00010,PROD00028,7/9/2023,Completed,2,167.28,0.24,Standard,CarrierC,7/10/2023,7/14/2023,Late,1,0.1,210.56,127.1328,254.2656,25.42656,43.7056
ORD0011686,CUST00106,PROD00200,11/22/2023,Completed,3,271.49,0.13,Same Day,CarrierD,11/23/2023,11/24/2023,Late,1,0.1,471.24,236.1963,708.5889,70.85889,237.3489
ORD0011687,CUST00167,PROD00095,12/2/2023,Completed,6,178.76,0.11,Same Day,CarrierE,12/3/2023,12/4/2023,Late,1,0.2,932.04,159.0964,954.5784,190.91568,22.5384
ORD0011688,CUST00466,PROD00071,1/28/2024,Completed,3,277.95,0,Standard,CarrierD,1/31/2024,2/1/2024,Late,1,0.19,466.77,277.95,833.85,158.4315,367.08
ORD0011689,CUST00257,PROD00067,3/20/2024,Cancelled,3,138.55,0.02,Same Day,CarrierA,3/23/2024,3/26/2024,Late,1,0.25,97.44,135.779,407.337,101.83425,309.897
ORD0011690,CUST00295,PROD00157,6/3/2022,Completed,7,144.91,0.19,Economy,CarrierC,6/4/2022,6/4/2022,On Time,0,0.1,952.49,117.3771,821.6397,82.16397,-130.8503
ORD0011691,CUST00277,PROD00100,9/8/2023,Completed,5,43.42,0.06,Same Day,CarrierD,9/13/2023,9/17/2023,Late,1,0.19,130.2,40.8148,204.074,38.77406,73.874
ORD0011692,CUST00065,PROD00061,6/7/2023,Pending,4,174.97,0.14,Express,CarrierA,6/10/2023,6/14/2023,Late,1,0.22,323.16,150.4742,601.8968,132.417296,278.7368
ORD0011693,CUST00271,PROD00103,1/25/2022,Completed,5,149.69,0.03,Standard,CarrierA,1/27/2022,1/29/2022,Late,1,0.18,331.5,145.1993,725.9965,130.67937,394.4965
ORD0011694,CUST00388,PROD00196,3/18/2024,Completed,7,213.06,0.22,Same Day,CarrierC,3/23/2024,3/23/2024,On Time,0,0.18,511.7,166.1868,1163.3076,209.395368,651.6076
ORD0011695,CUST00188,PROD00137,1/25/2022,Completed,2,235.2,0.09,Standard,CarrierE,1/31/2022,2/1/2022,Late,1,0.21,212.32,214.032,428.064,89.89344,215.744
ORD0011696,CUST00317,PROD00119,8/19/2023,Completed,6,206.73,0.02,Standard,CarrierD,8/25/2023,8/27/2023,Late,1,0.1,1074.3,202.5954,1215.5724,121.55724,141.2724
ORD0011697,CUST00404,PROD00017,4/16/2022,Completed,2,116.51,0.04,Standard,CarrierB,4/22/2022,4/26/2022,Late,1,0,128.66,111.8496,223.6992,0,95.0392
ORD0011698,CUST00138,PROD00049,1/23/2024,Completed,6,256.33,0.07,Economy,CarrierA,1/29/2024,1/30/2024,Late,1,0.2,669.66,238.3869,1430.3214,286.06428,760.6614
ORD0011699,CUST00343,PROD00191,4/29/2022,Completed,8,171.78,0.05,Same Day,CarrierB,5/2/2022,5/3/2022,Late,1,0.22,185.28,163.191,1305.528,287.21616,1120.248
ORD0011700,CUST00105,PROD00078,8/28/2024,Completed,4,118.68,0.19,Express,CarrierD,9/1/2024,9/2/2024,Late,1,0.22,77.76,96.1308,384.5232,84.595104,306.7632
ORD0011701,CUST00034,PROD00046,4/18/2022,Completed,4,273.8,0.1,Standard,CarrierD,4/23/2022,4/26/2022,Late,1,0.2,536.76,246.42,985.68,197.136,448.92
ORD0011702,CUST00380,PROD00093,11/26/2022,Completed,8,277.63,0.18,Same Day,CarrierB,11/28/2022,11/29/2022,Late,1,0.2,1226.8,227.6566,1821.2528,364.25056,594.4528
ORD0011703,CUST00110,PROD00121,6/29/2022,Completed,7,247.09,0.03,Express,CarrierB,7/4/2022,7/8/2022,Late,1,0.1,1137.15,239.6773,1677.7411,167.77411,540.5911
ORD0011704,CUST00432,PROD00013,5/30/2024,Completed,7,266.86,0.09,Standard,CarrierD,6/3/2024,6/4/2024,Late,1,0.2,1171.31,242.8426,1699.8982,339.97964,528.5882
ORD0011705,CUST00033,PROD00045,5/11/2022,Completed,4,62.7,0.16,Express,CarrierD,5/16/2022,5/17/2022,Late,1,0.2,221.84,52.668,210.672,42.1344,-11.168
ORD0011706,CUST00354,PROD00181,3/17/2024,Completed,3,93.64,0.04,Economy,CarrierE,3/19/2024,3/19/2024,On Time,0,0.21,214.53,89.8944,269.6832,56.633472,55.1532
ORD0011707,CUST00231,PROD00017,8/26/2023,Completed,4,116.51,0.14,Economy,CarrierB,8/30/2023,9/1/2023,Late,1,0.2,257.32,100.1986,400.7944,80.15888,143.4744
ORD0011708,CUST00317,PROD00047,7/19/2024,Completed,5,132.87,0.03,Same Day,CarrierA,7/25/2024,7/26/2024,Late,1,0.1,328.9,128.8839,644.4195,64.44195,315.5195
ORD0011709,CUST00266,PROD00062,1/23/2024,Cancelled,4,206.47,0.06,Same Day,CarrierE,1/29/2024,2/1/2024,Late,1,0.1,231.64,194.0818,776.3272,77.63272,544.6872
ORD0011710,CUST00182,PROD00178,1/29/2024,Completed,6,88.78,0.17,Standard,CarrierB,2/4/2024,2/4/2024,On Time,0,0.1,482.46,73.6874,442.1244,44.21244,-40.3356
ORD0011711,CUST00340,PROD00043,6/17/2022,Completed,4,149.37,0.02,Same Day,CarrierE,6/23/2022,6/25/2022,Late,1,0.1,46.84,146.3826,585.5304,58.55304,538.6904
ORD0011712,CUST00065,PROD00068,8/11/2022,Completed,4,268.29,0.04,Express,CarrierE,8/15/2022,8/19/2022,Late,1,0.22,645.72,257.5584,1030.2336,226.651392,384.5136
ORD0011713,CUST00333,PROD00124,4/14/2023,Completed,7,72.05,0.21,Same Day,CarrierC,4/16/2023,4/18/2023,Late,1,0.2,185.22,56.9195,398.4365,79.6873,213.2165
ORD0011714,CUST00001,PROD00109,10/5/2022,Completed,7,169.92,0.24,Standard,CarrierB,10/7/2022,10/9/2022,Late,1,0.1,347.34,129.1392,903.9744,90.39744,556.6344
ORD0011715,CUST00133,PROD00200,7/9/2022,Pending,4,271.49,0.25,Economy,CarrierD,7/11/2022,7/11/2022,On Time,0,0.1,628.32,203.6175,814.47,81.447,186.15
ORD0011716,CUST00080,PROD00028,6/15/2023,Completed,4,167.28,0.19,Economy,CarrierB,6/21/2023,6/25/2023,Late,1,0.25,421.12,135.4968,541.9872,135.4968,120.8672
ORD0011717,CUST00271,PROD00173,6/10/2023,Completed,6,123.55,0.15,Economy,CarrierB,6/15/2023,6/15/2023,On Time,0,0.18,629.16,105.0175,630.105,113.4189,0.945
ORD0011718,CUST00241,PROD00169,9/23/2024,Completed,4,46.34,0.1,Economy,CarrierB,9/27/2024,9/27/2024,On Time,0,0.19,51.8,41.706,166.824,31.69656,115.024
ORD0011719,CUST00028,PROD00094,1/25/2024,Completed,2,171.68,0.15,Economy,CarrierD,1/26/2024,1/29/2024,Late,1,0.2,228.9,145.928,291.856,58.3712,62.956
ORD0011720,CUST00223,PROD00118,9/13/2023,Completed,6,71.51,0.06,Express,CarrierB,9/15/2023,9/16/2023,Late,1,0.25,248.28,67.2194,403.3164,100.8291,155.0364
ORD0011721,CUST00023,PROD00164,8/3/2024,Completed,2,193.59,0.14,Economy,CarrierC,8/5/2024,8/5/2024,On Time,0,0.19,218.96,166.4874,332.9748,63.265212,114.0148
ORD0011722,CUST00496,PROD00091,7/9/2022,Completed,3,37.74,0.05,Express,CarrierD,7/12/2022,7/14/2022,Late,1,0.18,84.96,35.853,107.559,19.36062,22.599
ORD0011723,CUST00109,PROD00084,9/9/2024,Completed,4,36.02,0.06,Economy,CarrierA,9/15/2024,9/19/2024,Late,1,0.21,69.56,33.8588,135.4352,28.441392,65.8752
ORD0011724,CUST00107,PROD00033,8/6/2022,Completed,4,106.34,0.2,Express,CarrierC,8/10/2022,8/11/2022,Late,1,0.18,70.76,85.072,340.288,61.25184,269.528
ORD0011725,CUST00145,PROD00025,10/26/2022,Completed,3,137.38,0.1,Express,CarrierB,10/28/2022,10/28/2022,On Time,0,0.25,281.79,123.642,370.926,92.7315,89.136
ORD0011726,CUST00369,PROD00019,11/7/2022,Completed,7,188.43,0.07,Same Day,CarrierC,11/8/2022,11/11/2022,Late,1,0.19,624.61,175.2399,1226.6793,233.069067,602.0693
ORD0011727,CUST00354,PROD00175,8/24/2022,Completed,11,146.13,0.22,Express,CarrierE,8/29/2022,8/30/2022,Late,1,0.21,1438.91,113.9814,1253.7954,263.297034,-185.1146
ORD0011728,CUST00397,PROD00106,6/17/2022,Completed,1,200.11,0.22,Same Day,CarrierD,6/22/2022,6/23/2022,Late,1,0.1,53.61,156.0858,156.0858,15.60858,102.4758
ORD0011729,CUST00398,PROD00033,2/19/2024,Completed,6,106.34,0.07,Express,CarrierA,2/24/2024,2/28/2024,Late,1,0.1,106.14,98.8962,593.3772,59.33772,487.2372
ORD0011730,CUST00139,PROD00067,7/12/2022,Completed,2,138.55,0.01,Standard,CarrierA,7/15/2022,7/19/2022,Late,1,0.22,64.96,137.1645,274.329,60.35238,209.369
ORD0011731,CUST00284,PROD00142,8/30/2022,Completed,5,127.75,0.05,Standard,CarrierB,9/1/2022,9/5/2022,Late,1,0.18,270.5,121.3625,606.8125,109.22625,336.3125
ORD0011732,CUST00298,PROD00161,6/11/2022,Completed,4,138,0.06,Express,CarrierA,6/13/2022,6/17/2022,Late,1,0.18,306.88,129.72,518.88,93.3984,212
